entity_type,id,name,category,resistance,lambda_learning,weight_in_qhe,frequency,target_streak,description,created_at,archived,state,hardwork_budget_hours,max_pomodoros_per_day,sleep_target_hours,qhe_target,break_minutes,allowed_phases,date,bedtime,wake_time,quality_score,deep_sleep_pct,rem_sleep_pct,interruptions,notes,source,duration_hours,label,start,end,period,routine_id,energia_nivel,foco_nivel,duration_minutes,overlaps_period,has_routine_link,block_id,routine_type,text,humor,is_entry_routine,is_exit_routine,entry_text,periods_covered,routines_completed,desvios,ajustes_finos,rotinas_logs,licoes_aprendidas,pomodoros_completos,humor_morning,humor_evening,updated_at,round_number,started_at,completed_at,paused_duration_seconds,actual_duration_minutes,is_focus_round,is_break_round,tipo_dia,hardwork_orcado_min,hardwork_realizado_min,pomodoros_meta,pomodoros_realizados,tem_curso,tem_deadline,observacoes,desvio_min,produtividade_pct,parar_de_fazer,repetir,sempre_fazer,big_win,deu_certo,deu_errado,maior_aprendizado,ajustes_para_amanha,estado_geral,eat_min,rest_min,pesado,notas,duracao_total,within_budget,codigo,ritual,duracao_min,completed,severity,rationale,setpoints,days_in_state,previous_state,qhe_input,energy_input,infraction_count,applied,applied_at,minutos,reason,block_id_before,block_id_after
policy_decision,pol_demo_119_2026_05_20,,,,,,,,,2026-05-20T20:30:00+00:00,,MAINTAIN,,,,,,,2026-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,Dia estavel - Q2.,"{""id"": ""set_ed8f34876d75"", ""state"": ""MAINTAIN"", ""hardwork_budget_hours"": 6.0, ""max_pomodoros_per_day"": 8, ""sleep_target_hours"": 8.0, ""qhe_target"": 0.75, ""break_minutes"": 10, ""allowed_phases"": [""DEEP_WORK"", ""SHALLOW_WORK""], ""description"": ""MAINTAIN regime: steady cadence. 6h hard work, 8 pomodoros, sleep 8h, Q_HE target 0.75."", ""created_at"": ""2026-06-08 17:53:51.713781""}",0,,0.78,H,1,true,2026-05-20T20:30:00+00:00,,,,
sleep_record,sle_2026_05_21,,,,,,,,,2026-05-21T05:00:00+00:00,,,,,,,,,2026-05-21,22:00:00,05:00:00,6,18.0,18.0,0,Sono curto (7h) - leve privacao.,MANUAL,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time_block,blk_demo_118_00_2026_05_21,,,,,,,,,2026-05-21T05:30:00+00:00,,,,,,,,,,,,,,,,,,,Deep Work,2026-05-21T05:30:00+00:00,2026-05-21T08:00:00+00:00,MANHA,,,,150,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
routine_log,rlg_demo_118_00_2026_05_21,,,,,,,,,2026-05-21T22:00:00+00:00,,,,,,,,,2026-05-21,,,,,,,,,,,,,MANHA,rou_syn_118_2026_05_21,7,7,,,,,ENTRY,Rotina automatica (off=18),4,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
journal_entry,jrn_demo_118_00_2026_05_21,,,,,,,,,2026-05-21T20:00:00+00:00,,,,,,,,,2026-05-21,,,,,,,,,,,,,,,6,6,,,,,,,,,,Dia off=18. Tipo curso. Energia 6/10. Foco 6/10. 6/8 pomodoros.,"[""MANHA"", ""NOITE"", ""TARDE""]",[],"[""Sono 7h (alvo 8h). Infracao LEVE.""]",[],[],"[""Sleep debt acumulando.""]",6,3,3,2026-06-08T20:53:51.713851+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pomodoro_round,pom_demo_118_00_2026_05_21,,,,,,,,,,,COMPLETE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2026-05-21T04:00:00+00:00,2026-05-21T05:00:00+00:00,0,60.0,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
day_context,ctx_2026_05_21,,,,,,,,,2026-05-21T04:00:00+00:00,,,,,,,,,2026-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,curso,240,200,8,6,true,false,Synthetic off=18,-40,83.33333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daily_reflection,ref_2026_05_21,,,,,,,,,2026-05-21T22:00:00+00:00,,,,,,,,,2026-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],"[""Hidratar ao acordar""]","[""Meditacao matinal""]",,"[""Completou 6/8 pomodoros""]",[],Aprendizado do dia off=18.,[],regular,,,,,,,,,,,,,,,,,,,,,,,,
lunch_record,lun_2026_05_21,,,,,,,,,2026-05-21T12:05:00+00:00,,,,,,,,,2026-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,30,false,Almoco normal.,35,true,,,,,,,,,,,,,,,,,,
transicao,trn_t1_2026_05_21,,,,,,,,,2026-05-21T08:00:00+00:00,,,,,,,,,2026-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,HYDRATION,15,true,,,,,,,,,,,,,,
transicao,trn_t2_2026_05_21,,,,,,,,,2026-05-21T09:00:00+00:00,,,,,,,,,2026-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2,MORNING,15,true,,,,,,,,,,,,,,
policy_decision,pol_demo_118_2026_05_21,,,,,,,,,2026-05-21T20:30:00+00:00,,REDUCE,,,,,,,2026-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WARNING,Sleep debt - 3 dias consecutivos < 8h.,"{""id"": ""set_6512acb5006f"", ""state"": ""REDUCE"", ""hardwork_budget_hours"": 4.0, ""max_pomodoros_per_day"": 5, ""sleep_target_hours"": 8.0, ""qhe_target"": 0.65, ""break_minutes"": 15, ""allowed_phases"": [""SHALLOW_WORK"", ""RECOVERY""], ""description"": ""REDUCE regime: protect recovery. 4h hard work, 5 pomodoros, sleep 8h, Q_HE target 0.65."", ""created_at"": ""2026-06-08 17:53:51.713906""}",0,,0.55,M,1,true,2026-05-21T20:30:00+00:00,,,,
sleep_record,sle_2026_05_22,,,,,,,,,2026-05-22T05:00:00+00:00,,,,,,,,,2026-05-22,22:00:00,05:00:00,6,18.0,18.0,0,Sono curto (7h) - leve privacao.,MANUAL,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time_block,blk_demo_117_00_2026_05_22,,,,,,,,,2026-05-22T05:30:00+00:00,,,,,,,,,,,,,,,,,,,Deep Work,2026-05-22T05:30:00+00:00,2026-05-22T08:00:00+00:00,MANHA,,,,150,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
routine_log,rlg_demo_117_00_2026_05_22,,,,,,,,,2026-05-22T22:00:00+00:00,,,,,,,,,2026-05-22,,,,,,,,,,,,,MANHA,rou_syn_117_2026_05_22,7,7,,,,,ENTRY,Rotina automatica (off=17),4,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
journal_entry,jrn_demo_117_00_2026_05_22,,,,,,,,,2026-05-22T20:00:00+00:00,,,,,,,,,2026-05-22,,,,,,,,,,,,,,,6,6,,,,,,,,,,Dia off=17. Tipo curso. Energia 6/10. Foco 6/10. 6/8 pomodoros.,"[""MANHA"", ""NOITE"", ""TARDE""]",[],"[""Sono 7h (alvo 8h). Infracao LEVE.""]",[],[],"[""Sleep debt acumulando.""]",6,3,3,2026-06-08T20:53:51.713966+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pomodoro_round,pom_demo_117_00_2026_05_22,,,,,,,,,,,COMPLETE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2026-05-22T04:00:00+00:00,2026-05-22T05:00:00+00:00,0,60.0,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
day_context,ctx_2026_05_22,,,,,,,,,2026-05-22T04:00:00+00:00,,,,,,,,,2026-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,curso,240,200,8,6,true,false,Synthetic off=17,-40,83.33333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daily_reflection,ref_2026_05_22,,,,,,,,,2026-05-22T22:00:00+00:00,,,,,,,,,2026-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],"[""Hidratar ao acordar""]","[""Meditacao matinal""]",,"[""Completou 6/8 pomodoros""]",[],Aprendizado do dia off=17.,[],regular,,,,,,,,,,,,,,,,,,,,,,,,
lunch_record,lun_2026_05_22,,,,,,,,,2026-05-22T12:05:00+00:00,,,,,,,,,2026-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,30,false,Almoco normal.,35,true,,,,,,,,,,,,,,,,,,
transicao,trn_t1_2026_05_22,,,,,,,,,2026-05-22T08:00:00+00:00,,,,,,,,,2026-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,HYDRATION,15,true,,,,,,,,,,,,,,
transicao,trn_t2_2026_05_22,,,,,,,,,2026-05-22T09:00:00+00:00,,,,,,,,,2026-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2,MORNING,15,true,,,,,,,,,,,,,,
policy_decision,pol_demo_117_2026_05_22,,,,,,,,,2026-05-22T20:30:00+00:00,,REDUCE,,,,,,,2026-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WARNING,Sleep debt - 3 dias consecutivos < 8h.,"{""id"": ""set_8a2ff262860a"", ""state"": ""REDUCE"", ""hardwork_budget_hours"": 4.0, ""max_pomodoros_per_day"": 5, ""sleep_target_hours"": 8.0, ""qhe_target"": 0.65, ""break_minutes"": 15, ""allowed_phases"": [""SHALLOW_WORK"", ""RECOVERY""], ""description"": ""REDUCE regime: protect recovery. 4h hard work, 5 pomodoros, sleep 8h, Q_HE target 0.65."", ""created_at"": ""2026-06-08 17:53:51.714019""}",0,,0.55,M,1,true,2026-05-22T20:30:00+00:00,,,,
sleep_record,sle_2026_05_23,,,,,,,,,2026-05-23T05:00:00+00:00,,,,,,,,,2026-05-23,22:00:00,05:00:00,6,18.0,18.0,0,Sono curto (7h) - leve privacao.,MANUAL,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time_block,blk_demo_116_00_2026_05_23,,,,,,,,,2026-05-23T05:30:00+00:00,,,,,,,,,,,,,,,,,,,Deep Work,2026-05-23T05:30:00+00:00,2026-05-23T08:00:00+00:00,MANHA,,,,150,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
routine_log,rlg_demo_116_00_2026_05_23,,,,,,,,,2026-05-23T22:00:00+00:00,,,,,,,,,2026-05-23,,,,,,,,,,,,,MANHA,rou_syn_116_2026_05_23,7,7,,,,,ENTRY,Rotina automatica (off=16),4,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
journal_entry,jrn_demo_116_00_2026_05_23,,,,,,,,,2026-05-23T20:00:00+00:00,,,,,,,,,2026-05-23,,,,,,,,,,,,,,,6,6,,,,,,,,,,Dia off=16. Tipo curso. Energia 6/10. Foco 6/10. 6/8 pomodoros.,"[""MANHA"", ""NOITE"", ""TARDE""]",[],"[""Sono 7h (alvo 8h). Infracao LEVE.""]",[],[],"[""Sleep debt acumulando.""]",6,3,3,2026-06-08T20:53:51.714076+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pomodoro_round,pom_demo_116_00_2026_05_23,,,,,,,,,,,COMPLETE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2026-05-23T04:00:00+00:00,2026-05-23T05:00:00+00:00,0,60.0,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
day_context,ctx_2026_05_23,,,,,,,,,2026-05-23T04:00:00+00:00,,,,,,,,,2026-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,curso,240,200,8,6,true,false,Synthetic off=16,-40,83.33333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daily_reflection,ref_2026_05_23,,,,,,,,,2026-05-23T22:00:00+00:00,,,,,,,,,2026-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],"[""Hidratar ao acordar""]","[""Meditacao matinal""]",,"[""Completou 6/8 pomodoros""]",[],Aprendizado do dia off=16.,[],regular,,,,,,,,,,,,,,,,,,,,,,,,
lunch_record,lun_2026_05_23,,,,,,,,,2026-05-23T12:05:00+00:00,,,,,,,,,2026-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,30,false,Almoco normal.,35,true,,,,,,,,,,,,,,,,,,
transicao,trn_t1_2026_05_23,,,,,,,,,2026-05-23T08:00:00+00:00,,,,,,,,,2026-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,HYDRATION,15,true,,,,,,,,,,,,,,
transicao,trn_t2_2026_05_23,,,,,,,,,2026-05-23T09:00:00+00:00,,,,,,,,,2026-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2,MORNING,15,true,,,,,,,,,,,,,,
policy_decision,pol_demo_116_2026_05_23,,,,,,,,,2026-05-23T20:30:00+00:00,,REDUCE,,,,,,,2026-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WARNING,Sleep debt - 3 dias consecutivos < 8h.,"{""id"": ""set_05ab67411e23"", ""state"": ""REDUCE"", ""hardwork_budget_hours"": 4.0, ""max_pomodoros_per_day"": 5, ""sleep_target_hours"": 8.0, ""qhe_target"": 0.65, ""break_minutes"": 15, ""allowed_phases"": [""SHALLOW_WORK"", ""RECOVERY""], ""description"": ""REDUCE regime: protect recovery. 4h hard work, 5 pomodoros, sleep 8h, Q_HE target 0.65."", ""created_at"": ""2026-06-08 17:53:51.714130""}",0,,0.55,M,1,true,2026-05-23T20:30:00+00:00,,,,
sleep_record,sle_2026_05_24,,,,,,,,,2026-05-24T04:30:00+00:00,,,,,,,,,2026-05-24,23:00:00,04:30:00,4,16.0,14.0,4,Sono ruim. Acordei exausto.,MANUAL,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time_block,blk_demo_115_00_2026_05_24,,,,,,,,,2026-05-24T04:30:00+00:00,,,,,,,,,,,,,,,,,,,Deep Work,2026-05-24T04:30:00+00:00,2026-05-24T08:00:00+00:00,MANHA,,,,210,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
routine_log,rlg_demo_115_00_2026_05_24,,,,,,,,,2026-05-24T22:00:00+00:00,,,,,,,,,2026-05-24,,,,,,,,,,,,,MANHA,rou_syn_115_2026_05_24,2,2,,,,,ENTRY,Rotina automatica (off=15),4,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
journal_entry,jrn_demo_115_00_2026_05_24,,,,,,,,,2026-05-24T20:00:00+00:00,,,,,,,,,2026-05-24,,,,,,,,,,,,,,,1,1,,,,,,,,,,Dia off=15. Tipo curso. Energia 1/10. Foco 1/10. 1/8 pomodoros.,"[""MANHA"", ""NOITE"", ""TARDE""]",[],"[""Burnout total - foco 1/10.""]",[],[],"[""Parar tudo e descansar.""]",1,1,1,2026-06-08T20:53:51.714188+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pomodoro_round,pom_demo_115_00_2026_05_24,,,,,,,,,,,COMPLETE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2026-05-24T04:00:00+00:00,2026-05-24T05:00:00+00:00,0,60.0,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
day_context,ctx_2026_05_24,,,,,,,,,2026-05-24T04:00:00+00:00,,,,,,,,,2026-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,curso,240,60,8,1,true,false,Synthetic off=15,-180,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daily_reflection,ref_2026_05_24,,,,,,,,,2026-05-24T22:00:00+00:00,,,,,,,,,2026-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],"[""Hidratar ao acordar""]","[""Meditacao matinal""]",,"[""Completou 1/8 pomodoros""]","[""Forcei alem da capacidade.""]",Burnout e real. Sinais ignorados.,[],critico,,,,,,,,,,,,,,,,,,,,,,,,
lunch_record,lun_2026_05_24,,,,,,,,,2026-05-24T12:05:00+00:00,,,,,,,,,2026-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,30,false,Almoco normal.,35,true,,,,,,,,,,,,,,,,,,
transicao,trn_t1_2026_05_24,,,,,,,,,2026-05-24T08:00:00+00:00,,,,,,,,,2026-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,HYDRATION,15,true,,,,,,,,,,,,,,
transicao,trn_t2_2026_05_24,,,,,,,,,2026-05-24T09:00:00+00:00,,,,,,,,,2026-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2,MORNING,15,true,,,,,,,,,,,,,,
policy_decision,pol_demo_115_2026_05_24,,,,,,,,,2026-05-24T20:30:00+00:00,,RECOVER,,,,,,,2026-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRITICAL,Burnout - parar imediatamente.,"{""id"": ""set_2a67d30c41a5"", ""state"": ""RECOVER"", ""hardwork_budget_hours"": 2.0, ""max_pomodoros_per_day"": 2, ""sleep_target_hours"": 9.0, ""qhe_target"": 0.5, ""break_minutes"": 20, ""allowed_phases"": [""RECOVERY""], ""description"": ""RECOVER regime: hard stop. 2h hard work, 2 pomodoros, sleep 9h, Q_HE target 0.50."", ""created_at"": ""2026-06-08 17:53:51.714240""}",0,,0.35,L,1,true,2026-05-24T20:30:00+00:00,,,,
sleep_record,sle_2026_05_25,,,,,,,,,2026-05-25T04:00:00+00:00,,,,,,,,,2026-05-25,20:00:00,04:00:00,10,30.0,25.0,0,Sono perfeito.,MANUAL,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time_block,blk_demo_114_00_2026_05_25,,,,,,,,,2026-05-25T04:30:00+00:00,,,,,,,,,,,,,,,,,,,Deep Work Feature Critica,2026-05-25T04:30:00+00:00,2026-05-25T08:00:00+00:00,MANHA,,,,210,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
routine_log,rlg_demo_114_00_2026_05_25,,,,,,,,,2026-05-25T22:00:00+00:00,,,,,,,,,2026-05-25,,,,,,,,,,,,,MANHA,rou_syn_114_2026_05_25,10,10,,,,,ENTRY,Rotina automatica (off=14),4,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
journal_entry,jrn_demo_114_00_2026_05_25,,,,,,,,,2026-05-25T20:00:00+00:00,,,,,,,,,2026-05-25,,,,,,,,,,,,,,,10,10,,,,,,,,,,Dia off=14. Tipo livre. Energia 10/10. Foco 10/10. 12/12 pomodoros.,"[""MANHA"", ""NOITE"", ""TARDE""]",[],[],[],[],[],12,5,5,2026-06-08T20:53:51.714438+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pomodoro_round,pom_demo_114_00_2026_05_25,,,,,,,,,,,COMPLETE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2026-05-25T04:00:00+00:00,2026-05-25T05:00:00+00:00,0,60.0,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
day_context,ctx_2026_05_25,,,,,,,,,2026-05-25T04:00:00+00:00,,,,,,,,,2026-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,livre,540,540,12,12,false,false,Synthetic off=14,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daily_reflection,ref_2026_05_25,,,,,,,,,2026-05-25T22:00:00+00:00,,,,,,,,,2026-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],"[""Hidratar ao acordar""]","[""Meditacao matinal""]",,"[""Flow state 4h seguidas.""]",[],10h sono = performance maxima.,[],bom,,,,,,,,,,,,,,,,,,,,,,,,
lunch_record,lun_2026_05_25,,,,,,,,,2026-05-25T12:05:00+00:00,,,,,,,,,2026-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,30,false,Almoco normal.,35,true,,,,,,,,,,,,,,,,,,
transicao,trn_t1_2026_05_25,,,,,,,,,2026-05-25T08:00:00+00:00,,,,,,,,,2026-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,HYDRATION,15,true,,,,,,,,,,,,,,
transicao,trn_t2_2026_05_25,,,,,,,,,2026-05-25T09:00:00+00:00,,,,,,,,,2026-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2,MORNING,15,true,,,,,,,,,,,,,,
policy_decision,pol_demo_114_2026_05_25,,,,,,,,,2026-05-25T20:30:00+00:00,,PUSH,,,,,,,2026-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,Dia de pico. QHE maximo.,"{""id"": ""set_cf5ebcb89038"", ""state"": ""PUSH"", ""hardwork_budget_hours"": 8.0, ""max_pomodoros_per_day"": 10, ""sleep_target_hours"": 7.0, ""qhe_target"": 0.85, ""break_minutes"": 10, ""allowed_phases"": [""DEEP_WORK"", ""SHALLOW_WORK""], ""description"": ""PUSH regime: maximum focus. 8h hard work, 10 pomodoros, sleep 7h, Q_HE target 0.85."", ""created_at"": ""2026-06-08 17:53:51.714526""}",0,,0.92,H,0,true,2026-05-25T20:30:00+00:00,,,,
sleep_record,sle_2026_05_26,,,,,,,,,2026-05-26T04:00:00+00:00,,,,,,,,,2026-05-26,20:30:00,04:00:00,7,22.0,20.0,0,"Sono OK, mas dia fragmentado.",MANUAL,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time_block,blk_demo_113_00_2026_05_26,,,,,,,,,2026-05-26T04:00:00+00:00,,,,,,,,,,,,,,,,,,,Email + Planning,2026-05-26T04:00:00+00:00,2026-05-26T04:30:00+00:00,MANHA,,,,30,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time_block,blk_demo_113_01_2026_05_26,,,,,,,,,2026-05-26T04:45:00+00:00,,,,,,,,,,,,,,,,,,,Standup,2026-05-26T04:45:00+00:00,2026-05-26T09:00:00+00:00,MANHA,,,,255,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time_block,blk_demo_113_02_2026_05_26,,,,,,,,,2026-05-26T09:15:00+00:00,,,,,,,,,,,,,,,,,,,Code Review,2026-05-26T09:15:00+00:00,2026-05-26T10:00:00+00:00,MANHA,,,,45,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time_block,blk_demo_113_03_2026_05_26,,,,,,,,,2026-05-26T10:30:00+00:00,,,,,,,,,,,,,,,,,,,Sync 1:1,2026-05-26T10:30:00+00:00,2026-05-26T11:00:00+00:00,TARDE,,,,30,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time_block,blk_demo_113_04_2026_05_26,,,,,,,,,2026-05-26T11:15:00+00:00,,,,,,,,,,,,,,,,,,,Sync com Parceiro,2026-05-26T11:15:00+00:00,2026-05-26T12:00:00+00:00,TARDE,,,,45,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time_block,blk_demo_113_05_2026_05_26,,,,,,,,,2026-05-26T14:00:00+00:00,,,,,,,,,,,,,,,,,,,Code,2026-05-26T14:00:00+00:00,2026-05-26T16:00:00+00:00,TARDE,,,,120,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
routine_log,rlg_demo_113_00_2026_05_26,,,,,,,,,2026-05-26T22:00:00+00:00,,,,,,,,,2026-05-26,,,,,,,,,,,,,MANHA,rou_syn_113_2026_05_26,7,7,,,,,ENTRY,Rotina automatica (off=13),4,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
