id,date,cluster,round_number,state,started_at,completed_at,paused_duration_seconds
oper_pom_20260409_0001,2026-04-09,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260409_0002,2026-04-09,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260409_0003,2026-04-09,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260409_0004,2026-04-09,oper,4,COMPLETE,11:00,11:50,64
oper_pom_20260409_0005,2026-04-09,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260409_0006,2026-04-09,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260409_0007,2026-04-09,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260409_0008,2026-04-09,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260410_0001,2026-04-10,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260410_0002,2026-04-10,oper,2,COMPLETE,09:00,09:50,53
oper_pom_20260410_0003,2026-04-10,oper,3,INTERRUPTED,10:00,10:50,0
oper_pom_20260410_0004,2026-04-10,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260410_0005,2026-04-10,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260410_0006,2026-04-10,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260410_0007,2026-04-10,oper,7,COMPLETE,14:00,14:50,98
oper_pom_20260410_0008,2026-04-10,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260411_0001,2026-04-11,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260411_0002,2026-04-11,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260411_0003,2026-04-11,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260411_0004,2026-04-11,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260411_0005,2026-04-11,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260411_0006,2026-04-11,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260411_0007,2026-04-11,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260411_0008,2026-04-11,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260411_0009,2026-04-11,oper,9,COMPLETE,16:00,16:50,0
oper_pom_20260411_0010,2026-04-11,oper,10,COMPLETE,17:00,17:50,0
oper_pom_20260411_0011,2026-04-11,oper,11,COMPLETE,18:00,18:50,0
oper_pom_20260412_0001,2026-04-12,oper,1,COMPLETE,08:00,08:50,54
oper_pom_20260412_0002,2026-04-12,oper,2,INTERRUPTED,09:00,09:50,0
oper_pom_20260412_0003,2026-04-12,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260412_0004,2026-04-12,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260412_0005,2026-04-12,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260412_0006,2026-04-12,oper,6,COMPLETE,13:00,13:50,95
oper_pom_20260412_0007,2026-04-12,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260412_0008,2026-04-12,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260413_0001,2026-04-13,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260413_0002,2026-04-13,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260413_0003,2026-04-13,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260413_0004,2026-04-13,oper,4,COMPLETE,11:00,11:50,108
oper_pom_20260413_0005,2026-04-13,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260413_0006,2026-04-13,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260413_0007,2026-04-13,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260413_0008,2026-04-13,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260414_0001,2026-04-14,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260414_0002,2026-04-14,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260414_0003,2026-04-14,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260414_0004,2026-04-14,oper,4,COMPLETE,11:00,11:50,100
oper_pom_20260414_0005,2026-04-14,oper,5,COMPLETE,12:00,12:50,80
oper_pom_20260414_0006,2026-04-14,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260414_0007,2026-04-14,oper,7,INTERRUPTED,14:00,14:50,0
oper_pom_20260414_0008,2026-04-14,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260414_0009,2026-04-14,oper,9,COMPLETE,16:00,16:50,0
oper_pom_20260414_0010,2026-04-14,oper,10,COMPLETE,17:00,17:50,0
oper_pom_20260414_0011,2026-04-14,oper,11,COMPLETE,18:00,18:50,0
oper_pom_20260415_0001,2026-04-15,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260415_0002,2026-04-15,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260415_0003,2026-04-15,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260415_0004,2026-04-15,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260415_0005,2026-04-15,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260415_0006,2026-04-15,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260415_0007,2026-04-15,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260415_0008,2026-04-15,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260415_0009,2026-04-15,oper,9,COMPLETE,16:00,16:50,0
oper_pom_20260415_0010,2026-04-15,oper,10,COMPLETE,17:00,17:50,95
oper_pom_20260416_0001,2026-04-16,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260416_0002,2026-04-16,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260416_0003,2026-04-16,oper,3,COMPLETE,10:00,10:50,41
oper_pom_20260417_0001,2026-04-17,oper,1,INTERRUPTED,08:00,08:50,53
oper_pom_20260417_0002,2026-04-17,oper,2,COMPLETE,09:00,09:50,81
oper_pom_20260417_0003,2026-04-17,oper,3,INTERRUPTED,10:00,10:50,76
oper_pom_20260417_0004,2026-04-17,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260417_0005,2026-04-17,oper,5,COMPLETE,12:00,12:50,40
oper_pom_20260417_0006,2026-04-17,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260417_0007,2026-04-17,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260417_0008,2026-04-17,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260417_0009,2026-04-17,oper,9,COMPLETE,16:00,16:50,0
oper_pom_20260417_0010,2026-04-17,oper,10,COMPLETE,17:00,17:50,0
oper_pom_20260417_0011,2026-04-17,oper,11,COMPLETE,18:00,18:50,0
oper_pom_20260418_0001,2026-04-18,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260418_0002,2026-04-18,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260418_0003,2026-04-18,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260418_0004,2026-04-18,oper,4,COMPLETE,11:00,11:50,92
oper_pom_20260418_0005,2026-04-18,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260418_0006,2026-04-18,oper,6,INTERRUPTED,13:00,13:50,0
oper_pom_20260418_0007,2026-04-18,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260418_0008,2026-04-18,oper,8,INTERRUPTED,15:00,15:50,31
oper_pom_20260418_0009,2026-04-18,oper,9,COMPLETE,16:00,16:50,0
oper_pom_20260418_0010,2026-04-18,oper,10,COMPLETE,17:00,17:50,0
oper_pom_20260418_0011,2026-04-18,oper,11,COMPLETE,18:00,18:50,0
oper_pom_20260419_0001,2026-04-19,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260419_0002,2026-04-19,oper,2,COMPLETE,09:00,09:50,57
oper_pom_20260419_0003,2026-04-19,oper,3,COMPLETE,10:00,10:50,43
oper_pom_20260419_0004,2026-04-19,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260419_0005,2026-04-19,oper,5,COMPLETE,12:00,12:50,10
oper_pom_20260419_0006,2026-04-19,oper,6,COMPLETE,13:00,13:50,9
oper_pom_20260419_0007,2026-04-19,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260419_0008,2026-04-19,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260420_0001,2026-04-20,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260420_0002,2026-04-20,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260420_0003,2026-04-20,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260420_0004,2026-04-20,oper,4,COMPLETE,11:00,11:50,4
oper_pom_20260420_0005,2026-04-20,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260420_0006,2026-04-20,oper,6,COMPLETE,13:00,13:50,5
oper_pom_20260420_0007,2026-04-20,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260420_0008,2026-04-20,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260421_0001,2026-04-21,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260421_0002,2026-04-21,oper,2,COMPLETE,09:00,09:50,4
oper_pom_20260421_0003,2026-04-21,oper,3,INTERRUPTED,10:00,10:50,73
oper_pom_20260421_0004,2026-04-21,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260421_0005,2026-04-21,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260421_0006,2026-04-21,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260421_0007,2026-04-21,oper,7,COMPLETE,14:00,14:50,49
oper_pom_20260421_0008,2026-04-21,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260421_0009,2026-04-21,oper,9,COMPLETE,16:00,16:50,0
oper_pom_20260421_0010,2026-04-21,oper,10,COMPLETE,17:00,17:50,0
oper_pom_20260421_0011,2026-04-21,oper,11,COMPLETE,18:00,18:50,73
oper_pom_20260422_0001,2026-04-22,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260422_0002,2026-04-22,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260422_0003,2026-04-22,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260422_0004,2026-04-22,oper,4,INTERRUPTED,11:00,11:50,0
oper_pom_20260422_0005,2026-04-22,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260422_0006,2026-04-22,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260422_0007,2026-04-22,oper,7,COMPLETE,14:00,14:50,86
oper_pom_20260422_0008,2026-04-22,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260422_0009,2026-04-22,oper,9,COMPLETE,16:00,16:50,0
oper_pom_20260422_0010,2026-04-22,oper,10,COMPLETE,17:00,17:50,0
oper_pom_20260422_0011,2026-04-22,oper,11,COMPLETE,18:00,18:50,0
oper_pom_20260423_0001,2026-04-23,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260423_0002,2026-04-23,oper,2,COMPLETE,09:00,09:50,102
oper_pom_20260423_0003,2026-04-23,oper,3,INTERRUPTED,10:00,10:50,58
oper_pom_20260423_0004,2026-04-23,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260423_0005,2026-04-23,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260423_0006,2026-04-23,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260423_0007,2026-04-23,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260423_0008,2026-04-23,oper,8,COMPLETE,15:00,15:50,71
oper_pom_20260423_0009,2026-04-23,oper,9,COMPLETE,16:00,16:50,0
oper_pom_20260423_0010,2026-04-23,oper,10,INTERRUPTED,17:00,17:50,4
oper_pom_20260423_0011,2026-04-23,oper,11,COMPLETE,18:00,18:50,0
oper_pom_20260424_0001,2026-04-24,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260424_0002,2026-04-24,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260424_0003,2026-04-24,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260424_0004,2026-04-24,oper,4,INTERRUPTED,11:00,11:50,0
oper_pom_20260424_0005,2026-04-24,oper,5,COMPLETE,12:00,12:50,65
oper_pom_20260424_0006,2026-04-24,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260425_0001,2026-04-25,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260425_0002,2026-04-25,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260425_0003,2026-04-25,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260425_0004,2026-04-25,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260425_0005,2026-04-25,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260425_0006,2026-04-25,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260425_0007,2026-04-25,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260425_0008,2026-04-25,oper,8,COMPLETE,15:00,15:50,112
oper_pom_20260425_0009,2026-04-25,oper,9,INTERRUPTED,16:00,16:50,54
oper_pom_20260425_0010,2026-04-25,oper,10,INTERRUPTED,17:00,17:50,34
oper_pom_20260425_0011,2026-04-25,oper,11,COMPLETE,18:00,18:50,0
oper_pom_20260426_0001,2026-04-26,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260426_0002,2026-04-26,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260426_0003,2026-04-26,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260426_0004,2026-04-26,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260426_0005,2026-04-26,oper,5,INTERRUPTED,12:00,12:50,0
oper_pom_20260426_0006,2026-04-26,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260426_0007,2026-04-26,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260426_0008,2026-04-26,oper,8,COMPLETE,15:00,15:50,100
oper_pom_20260427_0001,2026-04-27,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260427_0002,2026-04-27,oper,2,COMPLETE,09:00,09:50,117
oper_pom_20260427_0003,2026-04-27,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260427_0004,2026-04-27,oper,4,COMPLETE,11:00,11:50,53
oper_pom_20260427_0005,2026-04-27,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260427_0006,2026-04-27,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260427_0007,2026-04-27,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260427_0008,2026-04-27,oper,8,COMPLETE,15:00,15:50,53
oper_pom_20260428_0001,2026-04-28,oper,1,INTERRUPTED,08:00,08:50,0
oper_pom_20260428_0002,2026-04-28,oper,2,COMPLETE,09:00,09:50,96
oper_pom_20260428_0003,2026-04-28,oper,3,COMPLETE,10:00,10:50,116
oper_pom_20260428_0004,2026-04-28,oper,4,COMPLETE,11:00,11:50,16
oper_pom_20260428_0005,2026-04-28,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260428_0006,2026-04-28,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260428_0007,2026-04-28,oper,7,COMPLETE,14:00,14:50,7
oper_pom_20260428_0008,2026-04-28,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260428_0009,2026-04-28,oper,9,INTERRUPTED,16:00,16:50,0
oper_pom_20260428_0010,2026-04-28,oper,10,COMPLETE,17:00,17:50,0
oper_pom_20260428_0011,2026-04-28,oper,11,COMPLETE,18:00,18:50,0
oper_pom_20260429_0001,2026-04-29,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260429_0002,2026-04-29,oper,2,COMPLETE,09:00,09:50,75
oper_pom_20260429_0003,2026-04-29,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260429_0004,2026-04-29,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260429_0005,2026-04-29,oper,5,COMPLETE,12:00,12:50,19
oper_pom_20260429_0006,2026-04-29,oper,6,INTERRUPTED,13:00,13:50,0
oper_pom_20260429_0007,2026-04-29,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260429_0008,2026-04-29,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260429_0009,2026-04-29,oper,9,COMPLETE,16:00,16:50,42
oper_pom_20260429_0010,2026-04-29,oper,10,COMPLETE,17:00,17:50,0
oper_pom_20260429_0011,2026-04-29,oper,11,COMPLETE,18:00,18:50,0
oper_pom_20260430_0001,2026-04-30,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260430_0002,2026-04-30,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260430_0003,2026-04-30,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260430_0004,2026-04-30,oper,4,INTERRUPTED,11:00,11:50,110
oper_pom_20260430_0005,2026-04-30,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260430_0006,2026-04-30,oper,6,COMPLETE,13:00,13:50,106
oper_pom_20260430_0007,2026-04-30,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260430_0008,2026-04-30,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260430_0009,2026-04-30,oper,9,INTERRUPTED,16:00,16:50,26
oper_pom_20260430_0010,2026-04-30,oper,10,COMPLETE,17:00,17:50,0
oper_pom_20260430_0011,2026-04-30,oper,11,COMPLETE,18:00,18:50,0
oper_pom_20260501_0001,2026-05-01,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260501_0002,2026-05-01,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260501_0003,2026-05-01,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260501_0004,2026-05-01,oper,4,INTERRUPTED,11:00,11:50,0
oper_pom_20260501_0005,2026-05-01,oper,5,INTERRUPTED,12:00,12:50,0
oper_pom_20260501_0006,2026-05-01,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260501_0007,2026-05-01,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260502_0001,2026-05-02,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260502_0002,2026-05-02,oper,2,COMPLETE,09:00,09:50,53
oper_pom_20260502_0003,2026-05-02,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260502_0004,2026-05-02,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260502_0005,2026-05-02,oper,5,INTERRUPTED,12:00,12:50,57
oper_pom_20260502_0006,2026-05-02,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260502_0007,2026-05-02,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260502_0008,2026-05-02,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260502_0009,2026-05-02,oper,9,COMPLETE,16:00,16:50,0
oper_pom_20260502_0010,2026-05-02,oper,10,COMPLETE,17:00,17:50,0
oper_pom_20260502_0011,2026-05-02,oper,11,COMPLETE,18:00,18:50,0
oper_pom_20260503_0001,2026-05-03,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260503_0002,2026-05-03,oper,2,INTERRUPTED,09:00,09:50,0
oper_pom_20260503_0003,2026-05-03,oper,3,COMPLETE,10:00,10:50,45
oper_pom_20260503_0004,2026-05-03,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260503_0005,2026-05-03,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260503_0006,2026-05-03,oper,6,INTERRUPTED,13:00,13:50,0
oper_pom_20260503_0007,2026-05-03,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260503_0008,2026-05-03,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260504_0001,2026-05-04,oper,1,COMPLETE,08:00,08:50,60
oper_pom_20260504_0002,2026-05-04,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260504_0003,2026-05-04,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260504_0004,2026-05-04,oper,4,COMPLETE,11:00,11:50,38
oper_pom_20260504_0005,2026-05-04,oper,5,INTERRUPTED,12:00,12:50,0
oper_pom_20260504_0006,2026-05-04,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260504_0007,2026-05-04,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260504_0008,2026-05-04,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260505_0001,2026-05-05,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260505_0002,2026-05-05,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260505_0003,2026-05-05,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260505_0004,2026-05-05,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260505_0005,2026-05-05,oper,5,COMPLETE,12:00,12:50,94
oper_pom_20260505_0006,2026-05-05,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260505_0007,2026-05-05,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260505_0008,2026-05-05,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260505_0009,2026-05-05,oper,9,COMPLETE,16:00,16:50,0
oper_pom_20260505_0010,2026-05-05,oper,10,INTERRUPTED,17:00,17:50,11
oper_pom_20260505_0011,2026-05-05,oper,11,COMPLETE,18:00,18:50,0
oper_pom_20260506_0001,2026-05-06,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260506_0002,2026-05-06,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260507_0001,2026-05-07,oper,1,COMPLETE,08:00,08:50,79
oper_pom_20260507_0002,2026-05-07,oper,2,COMPLETE,09:00,09:50,115
oper_pom_20260507_0003,2026-05-07,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260507_0004,2026-05-07,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260507_0005,2026-05-07,oper,5,COMPLETE,12:00,12:50,108
oper_pom_20260507_0006,2026-05-07,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260507_0007,2026-05-07,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260507_0008,2026-05-07,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260507_0009,2026-05-07,oper,9,COMPLETE,16:00,16:50,0
oper_pom_20260507_0010,2026-05-07,oper,10,COMPLETE,17:00,17:50,62
oper_pom_20260507_0011,2026-05-07,oper,11,COMPLETE,18:00,18:50,111
oper_pom_20260508_0001,2026-05-08,oper,1,COMPLETE,08:00,08:50,2
oper_pom_20260508_0002,2026-05-08,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260508_0003,2026-05-08,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260508_0004,2026-05-08,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260508_0005,2026-05-08,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260508_0006,2026-05-08,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260508_0007,2026-05-08,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260508_0008,2026-05-08,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260508_0009,2026-05-08,oper,9,COMPLETE,16:00,16:50,46
oper_pom_20260508_0010,2026-05-08,oper,10,COMPLETE,17:00,17:50,0
oper_pom_20260508_0011,2026-05-08,oper,11,COMPLETE,18:00,18:50,0
oper_pom_20260509_0001,2026-05-09,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260509_0002,2026-05-09,oper,2,INTERRUPTED,09:00,09:50,0
oper_pom_20260509_0003,2026-05-09,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260509_0004,2026-05-09,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260509_0005,2026-05-09,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260509_0006,2026-05-09,oper,6,INTERRUPTED,13:00,13:50,0
oper_pom_20260509_0007,2026-05-09,oper,7,COMPLETE,14:00,14:50,99
oper_pom_20260509_0008,2026-05-09,oper,8,COMPLETE,15:00,15:50,82
oper_pom_20260509_0009,2026-05-09,oper,9,COMPLETE,16:00,16:50,0
oper_pom_20260509_0010,2026-05-09,oper,10,COMPLETE,17:00,17:50,0
oper_pom_20260509_0011,2026-05-09,oper,11,COMPLETE,18:00,18:50,0
oper_pom_20260510_0001,2026-05-10,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260510_0002,2026-05-10,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260510_0003,2026-05-10,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260510_0004,2026-05-10,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260510_0005,2026-05-10,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260510_0006,2026-05-10,oper,6,COMPLETE,13:00,13:50,72
oper_pom_20260510_0007,2026-05-10,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260510_0008,2026-05-10,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260511_0001,2026-05-11,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260511_0002,2026-05-11,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260511_0003,2026-05-11,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260511_0004,2026-05-11,oper,4,COMPLETE,11:00,11:50,67
oper_pom_20260511_0005,2026-05-11,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260511_0006,2026-05-11,oper,6,COMPLETE,13:00,13:50,105
oper_pom_20260511_0007,2026-05-11,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260511_0008,2026-05-11,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260512_0001,2026-05-12,oper,1,COMPLETE,08:00,08:50,111
oper_pom_20260512_0002,2026-05-12,oper,2,INTERRUPTED,09:00,09:50,0
oper_pom_20260512_0003,2026-05-12,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260512_0004,2026-05-12,oper,4,COMPLETE,11:00,11:50,104
oper_pom_20260512_0005,2026-05-12,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260512_0006,2026-05-12,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260512_0007,2026-05-12,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260512_0008,2026-05-12,oper,8,COMPLETE,15:00,15:50,70
oper_pom_20260512_0009,2026-05-12,oper,9,COMPLETE,16:00,16:50,63
oper_pom_20260512_0010,2026-05-12,oper,10,COMPLETE,17:00,17:50,0
oper_pom_20260512_0011,2026-05-12,oper,11,INTERRUPTED,18:00,18:50,0
oper_pom_20260513_0001,2026-05-13,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260513_0002,2026-05-13,oper,2,INTERRUPTED,09:00,09:50,0
oper_pom_20260513_0003,2026-05-13,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260513_0004,2026-05-13,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260513_0005,2026-05-13,oper,5,COMPLETE,12:00,12:50,10
oper_pom_20260513_0006,2026-05-13,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260513_0007,2026-05-13,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260513_0008,2026-05-13,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260513_0009,2026-05-13,oper,9,COMPLETE,16:00,16:50,0
oper_pom_20260513_0010,2026-05-13,oper,10,COMPLETE,17:00,17:50,37
oper_pom_20260513_0011,2026-05-13,oper,11,COMPLETE,18:00,18:50,0
oper_pom_20260514_0001,2026-05-14,oper,1,COMPLETE,08:00,08:50,100
oper_pom_20260514_0002,2026-05-14,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260514_0003,2026-05-14,oper,3,INTERRUPTED,10:00,10:50,0
oper_pom_20260514_0004,2026-05-14,oper,4,INTERRUPTED,11:00,11:50,0
oper_pom_20260514_0005,2026-05-14,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260514_0006,2026-05-14,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260514_0007,2026-05-14,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260514_0008,2026-05-14,oper,8,INTERRUPTED,15:00,15:50,0
